1.78675956512e-10  5.68656605394e-11
2.00287060435e-10  4.60404256201e-11
2.2238599726e-10  3.85068434086e-11
2.37702121506e-10  3.46483485573e-11
2.58954308059e-10  3.16870518297e-11
2.76788957746e-10  2.94534248881e-11
2.84803586844e-10  2.67182346786e-11
2.87526372983e-10  2.42370477136e-11
2.84803586844e-10  2.19862759997e-11
2.74167851619e-10  1.99445220412e-11
2.54073094821e-10  1.85386284918e-11
2.28825348378e-10  1.73723634418e-11
2.14081191092e-10  1.5887596486e-11
2.04134944648e-10  1.46482192744e-11
2.00287060435e-10  1.33962772452e-11
2.04134944648e-10  1.19564268438e-11
2.14081191092e-10  1.07583589854e-11
2.31012970008e-10  9.44732034653e-12
2.54073094821e-10  8.36370274382e-12
2.87526372983e-10  7.58700808277e-12
3.25384374993e-10  6.93856787874e-12
3.71747394979e-10  6.50206259912e-12
4.04984140777e-10  6.24330371098e-12
4.53967532411e-10  5.99484250319e-12
5.23610400603e-10  5.85053749759e-12
5.92553097555e-10  5.80321192056e-12
7.09969463079e-10  5.70970613365e-12
8.50652271645e-10  5.80321192056e-12
1.02895574001e-09  6.0437308403e-12
1.2685447291e-09  6.29421826568e-12
1.57887267071e-09  6.66243763819e-12
1.87381742286e-09  6.93856787874e-12
2.20280070402e-09  7.40437722245e-12
2.66452521677e-09  8.03085722139e-12
3.01535773333e-09  8.50067207083e-12
3.4779418306e-09  8.92518617299e-12
4.20694604517e-09  9.44732034653e-12
5.04056638505e-09  1e-11
6.03937136567e-09  1.08460941145e-11
7.03246271069e-09  1.16686174073e-11
8.1113083079e-09  1.23512456224e-11
8.92099350423e-09  1.32879134323e-11
1.03879278756e-08  1.52553268425e-11
1.24463303066e-08  1.83886676905e-11
1.43557138619e-08  2.19862759997e-11
1.60920572973e-08  2.58641620528e-11
1.83849651054e-08  3.40900678773e-11
2.02201849634e-08  4.45687016204e-11
2.2238599726e-08  5.5949397544e-11
2.35451155673e-08  6.6e-11
