#1.42813691981e-10  6.6e-11
1.48176905341e-10  5.5e-11
1.55642459635e-10  4.79984005689e-11
1.5951512477e-10  4.11445453457e-11
1.66525592411e-10  3.64198615056e-11
1.75993649844e-10  3.20314211929e-11
1.92985056975e-10  2.92780906384e-11
2.11616909181e-10  2.79914903562e-11
2.43738770689e-10  2.62509473786e-11
2.68917921883e-10  2.50973722796e-11
2.87721720387e-10  2.32365155547e-11
3.04080561895e-10  2.0968209073e-11
3.05954682831e-10  1.83236147569e-11
2.9852679764e-10  1.66413897101e-11
2.77307729279e-10  1.52109428222e-11
2.36364575435e-10  1.39929982774e-11
2.16882319584e-10  1.27901996418e-11
2.01466481536e-10  1.08936826938e-11
1.97786873288e-10  9.95729247769e-12
2.00232401549e-10  8.87064890225e-12
2.11616909181e-10  7.95348782894e-12
2.33477748704e-10  6.86169210642e-12
2.72242947285e-10  6.11287271995e-12
3.33438192879e-10  5.44577231254e-12
4.21130094253e-10  5.07446585493e-12
5.79662826679e-10  5.00972776502e-12
8.02792060476e-10  5.17314494353e-12
1.23422478336e-09  5.44577231254e-12
1.62732507424e-09  5.65963083539e-12
2.42618147399e-09  6.27188042062e-12
3.84642000268e-09  7.04017805476e-12
5.42612331981e-09  7.85202028045e-12
7.02367449208e-09  9.33813661003e-12
9.31778907645e-09  1.13943996992e-11
1.1066985805e-08  1.36382411181e-11
1.38919061678e-08  1.92892785719e-11
1.60005934543e-08  2.35367888837e-11
1.86572328391e-08  3.00396706819e-11
2.09675505378e-08  3.66544235617e-11
2.32761568013e-08  4.44395360994e-11
2.52116382714e-08  5.31907888526e-11
2.69745351534e-08  6.6e-11
