3.90761496998e-09  4.76924655291e-11            
3.7775122585e-09  4.76950453762e-11
3.6827858903e-09  4.73473849032e-11
3.59043491739e-09  4.70022586096e-11
3.5301577888e-09  4.63170293615e-11
3.4126223858e-09  4.49763943709e-11
3.38385515343e-09  4.43201001346e-11
3.32704613812e-09  4.30361017994e-11
3.27119084691e-09  4.11789570545e-11
3.27119084691e-09  3.94008883658e-11
3.24361583375e-09  3.85413765854e-11
3.21627326845e-09  3.71499859962e-11
3.18916119157e-09  3.40115065213e-11
3.16227766017e-09  3.30257120086e-11
3.1091885438e-09  3.04593173234e-11
3.0829791543e-09  2.89308918017e-11
3.03122132129e-09  2.74795331202e-11
2.9552092352e-09  2.66837839652e-11
2.85681654876e-09  2.591142842e-11
2.73841963426e-09  2.47942736837e-11
2.62492952044e-09  2.39004630229e-11
2.51614285155e-09  2.30388734107e-11
2.43236873102e-09  2.22080429871e-11
2.35138384135e-09  2.09399034942e-11
2.27309531604e-09  1.98899618619e-11
2.27309531604e-09  1.95994630729e-11
2.25393390473e-09  1.87534302666e-11
2.25393390473e-09  1.80761641709e-11
2.25393390473e-09  1.74233570332e-11
2.25393390473e-09  1.64275474648e-11
2.27309531604e-09  1.57180088389e-11
2.3119082153e-09  1.53745041558e-11
2.37137370566e-09  1.51493403599e-11
2.43236873102e-09  1.50376930567e-11
2.51614285155e-09  1.50368796609e-11
2.60280226787e-09  1.50360663091e-11
2.66974995729e-09  1.51464725319e-11
2.71533569908e-09  1.52578957719e-11
2.78517790465e-09  1.53699308351e-11
2.88110325778e-09  1.54825791729e-11
3.0829791543e-09  1.59432141131e-11
3.24361583375e-09  1.64179978166e-11
3.38385515343e-09  1.67832279547e-11
3.59043491739e-09  1.74104029858e-11
3.80962609553e-09  1.80610150173e-11
4.04219859757e-09  1.90136397142e-11
4.21696503429e-09  2.00170517872e-11
4.325431232e-09  2.09195251818e-11
4.43668733098e-09  2.20241127315e-11
4.51244337043e-09  2.35310154533e-11
4.62850968135e-09  2.51406813645e-11
4.70754107029e-09  2.68608215416e-11
4.78792191312e-09  2.78664718452e-11
4.86967525166e-09  2.93382670777e-11
4.86967525166e-09  3.15779068716e-11
4.86967525166e-09  3.34921050731e-11
4.82862556502e-09  3.60493301898e-11
4.78792191312e-09  3.90883053891e-11
4.70754107029e-09  4.11550189373e-11
4.58949293749e-09  4.30139923772e-11
4.51244337043e-09  4.36527166139e-11
4.43668733098e-09  4.46280269352e-11
4.325431232e-09  4.56257451082e-11
4.25281479958e-09  4.63032518358e-11
4.1461695598e-09  4.69914544701e-11
4.07656261762e-09  4.73397021928e-11
3.94083485167e-09  4.76918205891e-11                     
