8.65158241038e-09  6.6e-11
8.56204600124e-09  5.73666141298e-11
8.65418788213e-09  5.096389002e-11
8.98135492268e-09  4.59800916298e-11
9.32061518758e-09  4.25647688551e-11
9.47016323663e-09  4.02225197631e-11
9.32177089008e-09  3.82052376092e-11
8.98363537345e-09  3.68536449005e-11
8.47673872084e-09  3.5367417729e-11
7.95624264694e-09  3.41162190212e-11
7.38920055978e-09  3.29092841672e-11
6.86249057575e-09  3.20734185249e-11
6.44099988227e-09  3.14200378526e-11
6.14214068218e-09  3.01529362101e-11
5.85728672764e-09  2.83474479461e-11
5.76564236859e-09  2.63772217418e-11
5.85828969528e-09  2.44179667043e-11
6.17690703544e-09  2.20301147741e-11
6.47841403094e-09  2.01849618518e-11
6.86678671936e-09  1.85897582919e-11
7.3557710753e-09  1.71206225649e-11
8.09063201273e-09  1.56061612304e-11
8.80509576961e-09  1.45964018077e-11
9.73571466039e-09  1.37224029382e-11
1.06512108351e-08  1.3236943328e-11
1.14691867342e-08  1.31014220047e-11
1.24152660794e-08  1.31014220047e-11
1.31579916843e-08  1.33738664861e-11
1.37256643296e-08  1.37931927266e-11
1.46234223348e-08  1.44469621947e-11
1.56621678365e-08  1.53671092479e-11
1.81570294719e-08  1.74766464479e-11
1.97570488769e-08  1.89763328985e-11
2.26690283083e-08  1.73869523409e-11
2.49325463789e-08  1.65149436037e-11
2.69901580833e-08  1.60128735354e-11
2.92170610856e-08  1.57675916171e-11
3.14606438801e-08  1.56866687666e-11
3.36937961786e-08  1.73869523409e-11
3.53315721847e-08  1.8878942061e-11
3.64660510912e-08  2.06047087665e-11
3.70450194834e-08  2.24882317016e-11
3.74359488942e-08  2.39205383591e-11
3.78305569976e-08  2.57072644957e-11
3.76280700648e-08  2.7627448761e-11
3.70310241577e-08  3.12587831036e-11
4.45511381165e-08  3.30790533594e-11
5.13798381626e-08  3.50053221051e-11
5.92541767277e-08  3.76200176018e-11
6.58542051147e-08  4.02225197631e-11
7.28032215983e-08  4.32269098091e-11
7.96398548075e-08  4.62172892235e-11
9.23438550008e-08  4.43534466858e-11
1.02639879724e-07  4.34499045581e-11
1.10522917581e-07  4.27843478161e-11
1.17756784711e-07  4.32269098091e-11
1.2546263625e-07  4.4125814754e-11
1.34377003315e-07  4.62172892235e-11
1.42409189521e-07  4.91609324553e-11
1.50924160953e-07  5.14910613312e-11
1.59950150737e-07  5.33794754418e-11
1.79666534251e-07  5.3931633608e-11
1.93459729498e-07  5.44895033074e-11
2.15012056049e-07  5.73666141298e-11
2.33964703928e-07  6.10203733236e-11
2.54583459796e-07  6.6e-11
